dam_nm,obsrvt_nm,obsr_de,rain_qy,prvyy_rain_qy,thsyy_acml_rain_qy,prvyy_acml_rain_qy,oy_avg_acml_rain_qy
화순홍수조절지,화순군(화순홍수조절지),20241020,0,1,1565,1620,1268.2
무주양수,무주양수,20241007,4,0,879.5,1385,1244.4
대암,울산시(대암댐),20241019,4,0,1196,1644,3142.8
평림,장성군(평림댐),20241019,1,0,1287,1938,1291.2
광동,태백시(상사미동),20241019,77,1,1481,1208,1144.5
소양강,인제군(서성초교),20241019,4,1,1002,1135,1043.2
남강,함양군(운곡리),20241019,6,5,1424,1869,1411.1
수어,광양시(어치리),20241019,2,1,2327,2387,1879.2
평화의댐,화천군(풍산리),20241019,2.9,3.5,1138,1043.2,1248.3
지자체(홍천),군청(홍천),20241019,0,0,0,0,131.8
기상청,전주_대성동,20241020,0,6,1292,1690,1312.9
지자체(평택),신장동(평택),20241020,0,0,0,283,193.5
김천부항,김천시(파천리),20241007,3,0,1208,1625,1115
보령,부여군(삼산리),20241007,2,0,1563,2196,1397.4
남강,산청군(내대리),20241007,5,1,2065,2763,2214.6
감포,경주시(감포댐),20241007,5,7,969,1119,1073.6
섬진강,임실군(용암리),20241007,4,0,1163,1755,1138.9
지자체(용인),공세동(용인),20241019,0,0,0,56,123.9
감포,경주시(감포댐),20241028,2.5,0,1108.5,1124.5,1133.9
사연,울산시(사연댐),20241028,2,0,1269,1521,1569.8
춘천,지내천(전),20241026,0,0,8,1185,901
지자체(의왕),부곡동(의왕),20241026,0,0,0,92,127.7
영주,봉화군(상운초),20241020,0,5,1061,1549,965.9
충주,강릉시(대기리2),20241020,1,1,1197,1035,1110.7
팔당,목동교(전),20241020,0,0,16,1349,998.9
구천,거제시(구천댐),20241020,0,0,1934,2370,2498.2
화천,지촌천(전),20241007,0,0,10,1141,977.3
괴산,송면(전),20241007,0,0,28,1486,1125
장흥,장흥군(운월리),20241007,4,2,1731,1824,1419.7
합천,거창군(우혜리),20241007,2,0,1176,1700,1299.9
소양강,인제군(귀둔리),20241007,0,0,919,1026,1099.5
팔당,팔당댐(FTP),20241007,0,0,1158,1221.5,1924.2
청평,산장제1교(전),20241019,0,13,13,1577,1071.6
지자체(부산),평강(부산),20241019,1,0,805.5,1612.5,1444.6
도암,송천1교(전),20241026,0,7,3,994,937.1
기상청,하빈면,20241026,0,0,1082,1494,726.1
영천,포항시(죽장면),20241026,0,0,1197,1326,1003.2
한탄강,포천시(용담교),20241026,0,3,1526,1190,1220.6
안동,울진군(전곡리),20241026,0,7,1388,1470,1185.3
충주조정지,충주시(향산리),20241026,0,1,1366,1375,1098.1
횡성,횡성군(갑천리),20241026,0,10,1534,1416,1368.4
시화조력,안산시(시화조력),20241026,0,0,806.5,996,1054.2
지자체(부산),대저(부산),20241026,0,0,0,0,0
경인아라뱃길,김포시(아라김포터미널),20241020,0,0,957.5,1252.5,1141.3
담양홍수조절지,담양군(담양홍수조절지),20241020,0,0,1320,2207,1350
경인아라뱃길,인천시(아라인천터미널),20241019,0.5,9.5,1062.5,1133,1051.7
임하,영양군(답곡리),20241019,5,1,839,1265,886.7
영주,영주시(영주댐),20241019,16,3,1061,1392,987.8
달방,동해시(달방댐),20241019,70,0,1378,1120,1123.5
밀양,밀양시(밀양댐),20241019,3,0,1205,1664,1235.5
안동,봉화군(고선리),20241019,23,3,1240,1757,1108.4
선암,울산시(선암댐),20241029,0,0,1520,1363,1238.7
수어,광양시(수어댐),20241029,0,0,2183,2221,1476
연초,거제시(연초댐),20241002,0,0,2061,2075,1419
연초,거제시(연초댐),20241003,5,0,2066,2075,1419.8
연초,거제시(연초댐),20241004,0,0,2066,2075,1420.2
연초,거제시(연초댐),20241006,5.9,0,2071.9,2075,1431.8
연초,거제시(연초댐),20241007,4,0,2075.9,2075,1435.5
연초,거제시(연초댐),20241008,0,1,2075.9,2076,1441
연초,거제시(연초댐),20241010,0.2,0,2076.1,2076,1443.8
연초,거제시(연초댐),20241017,0,0,2118.5,2076,1456.8
연초,거제시(연초댐),20241018,29.6,0,2148.1,2076,1459.5
연초,거제시(연초댐),20241021,2.7,0,2153.1,2077,1464.5
연초,거제시(연초댐),20241026,0,0,2276.3,2077,1482.1
연초,거제시(연초댐),20241029,0,0,2286.5,2077,1487.3
연초,거제시(연초댐),20241031,0,0,2286.5,2077,1488.4
춘천,지내천(전),20241012,0,0,8,1184,898.5
성덕,청송군(무계리),20241015,8,0,1195,1633,1231.7
담양홍수조절지,담양군(담양홍수조절지),20241021,7,0,1327,2207,1355
화순홍수조절지,화순군(화순홍수조절지),20241021,29,0,1594,1620,1273.9
경인아라뱃길,김포시(아라김포터미널),20241021,0,1.5,957.5,1254,1141.5
기상청,천등산,20241021,0,0.5,1400.5,1552,1465.3
지자체(군포),대야도서관(군포),20241021,0,0,0,0,29.3
지자체(단양),평동(단양),20241021,0,0,0,1226,569.6
홍수통제소,의령군(부림면사무소),20241021,3,0,1195,1681,1468
홍수통제소,단양군(올산리),20241010,0,0,1244,1838,1098.9
괴산,압항천(전),20241010,0,0,25,1717,1088
지자체(울산),삼남면(울산),20241010,0,0,1181,699,1198.6
횡성,횡성군(횡성댐),20241010,0,0,1480,1267,1280.3
보령,보령시(보령댐),20241010,0,0,1232,1804,975.8
주암(본),보성군(보성강댐),20241012,0,0,1846.5,2164,1464.2
대암,울산시(대암댐),20241015,10,0,1166,1644,3136.9
담양홍수조절지,담양군(담양홍수조절지),20241015,2,0,1319,2207,1341.6
지자체(단양),상방(단양),20241011,0,0,0,1328,622.1
담양홍수조절지,담양군(담양홍수조절지),20241011,0,0,1282,2207,1336.3
괴산,내속리(전),20241021,0,0,27,1851,1133.8
지자체(홍천),모곡4(홍천),20241021,0,0,155,0,103.5
시화조력,안산시(시화조력),20241021,0.5,1,800,994.5,1052.5
평림,장성군(수산리),20241021,8,2,1274,1972,1270.6
평화의댐,화천군(풍산리),20241021,0,0,1138,1043.2,1248.3
영주,봉화군(상운초),20241021,1,0,1062,1549,966
소양강,인제군(남전리),20241021,0,0,1011,1082,1033
충주조정지,괴산군(고마리),20241021,0,1,1451,1674,1129.9
군위,군위군(군위댐),20241021,2,0,977,1132,924.5
장흥,장흥군(장흥댐),20241021,16,0,1713,1893,1424.1
합천조정지,합천군(남정교),20241021,6,0,1246,1678,1044.4
구천,거제시(구천댐),20241021,3,0,1937,2370,2502.1
안동,봉화군(서동리),20241021,1,0,1148,1691,1056.5
용담,장수군(삼봉리),20241021,6,1,1318,1755,1204.7
대청,영동군(산막리),20241021,3,0,1156,1447,1044.6
기상청,오산,20241010,1,0,1349,1811,1375.9
담양홍수조절지,담양군(담양홍수조절지),20241010,1,0,1282,2207,1335.3
청평,산장제1교(전),20241010,0,0,13,1562,1065.6
의암,의암댐(FTP),20241010,0,0,1164.5,1115.5,1401.7
화천,화천천(전),20241010,0,0,0,0,799.6
남강,산청군(장천리),20241010,0,0,1352,2070,1406.2
도암,송천1교(전),20241029,0,0,3,1007,939.6
대암,울산시(대암댐),20241029,0,0,1275,1646,3156.7
충주조정지,충주시(대곡리),20241029,0,0,1484,1481,1361.8
달방,동해시(달방댐),20241029,1,0,1427,1143,1148.8
합천조정지,합천군(남정교),20241029,0,0,1307,1681,1053.5
합천,거창군(우혜리),20241029,0,0,1251,1704,1327.4
기상청,행원,20241028,0,0,1316,1050,1241.1
부안,부안군(부안댐),20241029,0,0,1067,1754,1276
충주,횡성군(부곡리),20241029,0,0,1523,1565,1337.8
안계,경주시(안계댐),20241029,0,0,956,949,872.2
시화조력,안산시(시화조력),20241029,0,0,806.5,996,1054.2
평화의댐,화천군(평화의댐),20241029,0,0,1224,1240,1244.1
한탄강,철원군(청양리),20241029,0,0,1467,1111,1239.2
춘천,춘천댐(FTP),20241028,0,0,1412,1271,1363.9
의암,의암댐(FTP),20241028,0,0,1225,1147.5,1427.2
청평,청평댐(FTP),20241028,0,0,1326,1437,2025.9
횡성,횡성군(갑천리),20241028,0,0,1534,1416,1370.7
대청,상주시(득수리),20241028,1,0,1409,1408,1141.6
섬진강,진안군(도통리),20241028,0,0,1324,1820,1196.2
팔당,목동교(전),20241028,0,0,16,1355,1003.3
무주양수,무주양수,20241028,0,0,887,1385.5,1266.5
영주,봉화군(상운초),20241028,0,0,1085,1556,973.8
운문,청도군(운문댐),20241028,0.5,0,981.5,1278,1103.1
안계,경주시(안계댐),20241028,9,0,956,949,872.2
선암,울산시(선암댐),20241028,6,0,1520,1363,1238.7
광동,태백시(상사미동),20241028,13,0,1510,1225,1165.1
남강,산청군(내원리),20241028,1,0,2227,2765,2198.4
지자체(울산),두서면(울산),20241029,0,0,1232,573,1151.7
지자체(수원),경기도청(수원),20241029,0,0,153.5,34.5,371.7
팔당,경안교(전),20241029,0,0,13,1197,994.3
광동,삼척시(광동댐),20241029,0,0,1298,1025,1190.6
군남,연천군(횡산리),20241029,1,0,1691,1558,1242.8
지자체(홍천),수타사계곡(홍천),20241029,0,0,240,0,163
경인아라뱃길,인천시(아라인천터미널),20241029,0.5,0,1071.5,1137,1064.8
담양홍수조절지,담양군(담양홍수조절지),20241029,0,0,1359,2207,1369.2
지자체(울산),상북면(울산),20241012,0,0,1171,617,1183.5
군남,연천군(군남댐),20241015,0,0,1387,1381.5,1225.3
운문,경주시(대현리),20241015,13,0,1175,1318,1160.8
구천,거제시(구천댐),20241015,25,0,1917,2370,2492.9
지자체(홍천),군청(홍천),20241015,0,0,0,0,131.7
지자체(군포),대야도서관(군포),20241015,0,0,0,0,29.3
지자체(수원),경기도청(수원),20241015,0,0,153.5,30,369
합천,거창군(지산교),20241015,5,0,1092,1469,1104.5
주암(본),장흥군(봉동리),20241021,10,0,1861,1916,1465.8
운문,청도군(운문댐),20241021,1.5,0,937.5,1278,1091.8
보현산,영천시(보현산댐),20241021,2,0,1031,1254,960.3
임하,청송군(대전리),20241021,2,0,1032,1388,949.2
밀양,양산시(선리),20241021,3,0,1269,1800,1452.4
성덕,청송군(무계리),20241021,2,0,1220,1637,1244.3
사연,울산시(사연댐),20241021,2,0,1199,1521,1559.2
대곡,울산시(구미리),20241021,1,0,1123,1464,1229.7
한탄강,포천시(용담교),20241011,0,0,1475,1179,1203.4
구천,거제시(구천댐),20241011,0,0,1851,2370,2480.9
부안,부안군(부안댐),20241021,2,0,1038,1754,1260.8
안계,경주시(안계댐),20241021,2,0,917,949,864
영천,영천시(영천댐),20241021,2.5,0,859,1156,863.2
Angat,Maputi,20241010,0,0,0,0,150.8
임하,안동시(기사리),20241010,0,0,987,1349,916.1
안계,경주시(안계댐),20241010,0,0,873.5,947.5,852.3
주암(본),화순군(맹리),20241010,1,0,1455,1979,1347
운문,청도군(운문댐),20241010,0,0,889,1272.5,1076.9
보현산,영천시(보현산댐),20241010,0,0,988,1249,941.7
대청,상주시(득수리),20241010,0,0,1324,1392,1114.8
소양강,인제군(남전리),20241010,0,0,973,1080,1020.6
장흥,장흥군(장흥댐),20241028,0,0,1810,1900,1440.7
용담,진안군(주양리),20241028,0,0,1677,1925,1391.1
평화의댐,화천군(평화의댐),20241028,1,0,1224,1240,1243.9
부안,부안군(부안청림천문대),20241028,0,0,1311,2040,1315
보령,부여군(삼산리),20241028,0,0,1645,2232,1433.9
화순홍수조절지,화순군(화순홍수조절지),20241012,0,0,1538,1613,1259
화천,양구서천(전),20241012,0,0,4,2974,1952.4
괴산,압항천(전),20241012,0,0,25,1717,1090.2
보령,부여군(삼산리),20241012,0,0,1564,2198,1402.4
감포,경주시(감포댐),20241012,0,0,998,1121.5,1090.2
영주,봉화군(도촌초),20241012,0,0,1026,1830,1090.4
장흥,장흥군(운월리),20241012,0,0,1742,1826,1426.4
안동,봉화군(갈산리),20241012,0,0,946,1594,979
합천조정지,합천군(남정교),20241012,0,0,1177,1674,1035.5
합천,거창군(지산교),20241012,0,0,1062,1469,1101.1
평림,장성군(평림댐),20241012,0,0,1245,1935,1283.9
주암(조),순천시(죽학리),20241012,0,0,1741,2094,1523
구천,거제시(구천댐),20241012,0,0,1851,2370,2486.6
용담,진안군(주양리),20241012,0,0,1567,1908,1361.9
대청,상주시(득수리),20241012,0,0,1324,1392,1117.4
소양강,인제군(한계초교),20241012,0,0,942,1000,1024.7
충주,제천시(도전리),20241012,0,0,1259,1540,1085.1
남강,산청군(내원리),20241012,0,0,2082,2762,2165.4
임하,영양군(현리),20241012,0,0,993,1279,895.6
군위,군위군(양지리),20241015,7,0,989,1187,912.1
지자체(의왕),부곡동(의왕),20241015,0,0,0,92,127
화천,화천천(전),20241015,0,0,0,0,801.5
홍수통제소,강진군(병영면사무소),20241011,0,0,1517,1754,1614
충주조정지,충주시(대곡리),20241011,0,0,1393,1465,1339.2
남강,산청군(경호교),20241021,8,0,1386,1738,1389.7
안동,안동시(기사리),20241010,0,0,977,1349,908.8
영천,영천시(영천댐),20241010,0,0,819,1150,852.3
주암(조),순천시(주암조절지댐),20241010,0,0,1993,2236,1491.6
성덕,청송군(무계리),20241010,0,0,1180,1630,1218.6
사연,울산시(사연댐),20241010,0,0,1152,1515,1534.9
섬진강,임실군(용암리),20241010,0,0,1163,1755,1143.2
영주,봉화군(물야정수장),20241010,0,0,476,0,476
대곡,울산시(천전리),20241010,0,0,1041,1514,1214.9
충주,정선군(유천리),20241010,0,1,913,1161,1032.6
도암,송천1교(전),20241010,0,3,3,986,922.9
군위,군위군(군위댐),20241010,0,0,929,1120,906.7
군남,연천군(횡산리),20241028,0,0,1690,1558,1242.4
소양강,인제군(귀둔리),20241028,7,0,1025,1043,1131.4
임하,영양군(현리),20241028,0,0,1029,1288,915.3
홍수통제소,평창군(신리),20241029,0,0,1160,1293,1175.1
기상청,달궁,20241012,0,0,513,1950,1607.1
충주조정지,괴산군(고마리),20241015,13,0,1361,1656,1118.1
수어,광양시(수어댐),20241015,3,0,2053,2221,1455.6
지자체(수원),경기도청(수원),20241021,0,0.5,153.5,34.5,370.3
성덕,청송군(갈천리),20241011,0,0,1100,1419,1050.1
운문,청도군(신원리),20241011,0,0,1168,1446,1249.2
경인아라뱃길,인천시(아라인천터미널),20241010,0,0.5,1015,1119.5,1043.3
춘천,춘천댐(FTP),20241010,0,0,1336,1255.5,1340
팔당,팔당댐(FTP),20241010,0,0,1158,1221.5,1925.7
용담,장수군(삼봉리),20241010,0,0,1279,1741,1192.7
지자체(수원),경기도청(수원),20241028,0,0,153.5,34.5,370.9
지자체(의왕),부곡동(의왕),20241028,0,0,0,92,128
지자체(울산),동구청(울산),20241028,1,0,1637,664.5,1235.4
지자체(부산),대저(부산),20241012,0,0,0,0,0
대암,울산시(대암댐),20241012,0,0,1135,1642,3133.2
청평,청평댐(FTP),20241012,0,0,1262.5,1404,2001.1
선암,울산시(선암댐),20241012,0,0,1305,1353,1163.4
사연,울산시(천전리),20241015,6,0,1072,1515,1223.4
임하,영양군(현리),20241015,8,0,1005,1279,899.3
남강,산청군(내원리),20241011,0,0,2082,2762,2161.2
보령,보령시(보령댐),20241011,0,0,1232,1804,976.8
지자체(울산),두동면(울산),20241011,0,0,1276,708,1273.4
군남,연천군(횡산리),20241011,0,0,1627,1523,1218.2
보령,부여군(삼산리),20241021,0,1,1628,2232,1418.8
청평,청평댐(FTP),20241021,0,0.5,1298,1426.5,2010.1
합천,거창군(우혜리),20241021,6,0,1225,1704,1315.8
부안,부안군(부안댐),20241026,0,0,1065,1754,1269.3
무주양수,무주양수,20241029,0,0,887,1385.5,1267.1
대곡,울산시(구미리),20241012,0,0,1072,1457,1214.3
김천부항,김천시(월곡리),20241012,0,0,1136,1621,1122.9
밀양,울산시(이천리),20241012,0,0,1435,2171,1613.6
평화의댐,화천군(평화의댐),20241015,1,0,1155,1228,1224.5
용담,장수군(원촌리),20241015,2,0,1200,1668,1206.6
김천부항,김천시(파천리),20241021,5,0,1234,1634,1139.5
횡성,횡성군(횡성댐),20241021,0,0,1585,1276,1292.4
영주,봉화군(상운초),20241011,0,0,1012,1539,955.6
합천,거창군(우혜리),20241011,0,0,1176,1701,1305.6
충주,평창군(수항리),20241011,0,0,984,1170,1127
주암(조),순천시(죽학리),20241011,0,0,1741,2094,1522.3
지자체(홍천),모곡4(홍천),20241011,0,0,121,0,86.5
팔당,경안교(전),20241011,0,0,13,1175,988.9
임하,청송군(월전리),20241011,0,0,892,1269,903.6
의암,의암댐(FTP),20241011,0,0,1164.5,1115.5,1404.1
시화조력,안산시(시화조력),20241011,0,0,743,979.5,1032.5
무주양수,무주양수,20241011,0,0,879.5,1385,1253
군남,연천군(횡산리),20241010,3,0,1627,1523,1217.3
수어,광양시(수어댐),20241010,0,0,2023,2221,1450.8
평림,장성군(수산리),20241028,0,0,1309,1972,1284.2
도암,송천1교(전),20241028,0,0,3,1007,939.6
지자체(단양),장림(단양),20241029,0,0,0,1382,611.9
청평,홍천강(한덕교_전),20241029,0,0,19,1252,970.5
보현산,영천시(보현산댐),20241029,0,0,1058,1255,966.7
성덕,청송군(성재리),20241029,0,0,1124,1399,1065.3
영주,영주시(영주댐),20241029,0,0,1092,1394,996.2
주암(조),순천시(주암조절지댐),20241029,0,0,2112,2241,1517.2
감포,경주시(감포댐),20241029,0,0,1108.5,1124.5,1134.8
사연,울산시(구미리),20241029,0,0,1182,1466,1248.6
보령,보령시(도화담리),20241029,0,0,1468,2135,1345.1
영천,포항시(가사리),20241029,0,0,1063,1124.5,970.7
구천,거제시(구천댐),20241029,0,0,2080,2370,2526.1
안동,봉화군(고선리),20241029,0,0,1267,1770,1125.7
김천부항,김천시(파천리),20241029,0,0,1260,1634,1149.2
운문,청도군(신원리),20241029,0,0,1283,1456,1277.8
연초,거제시(연초댐),20241005,0,0,2066,2075,1425.3
연초,거제시(연초댐),20241020,0,1,2150.4,2077,1461.9
도암,송천1교(전),20241012,0,0,3,986,925.8
사연,울산시(구미리),20241012,0,0,1072,1457,1217.5
군남,연천군(횡산리),20241012,0,0,1627,1523,1218.2
성덕,청송군(무계리),20241012,0,0,1180,1630,1224.5
부안,부안군(부안댐),20241012,0,0,1011,1739,1250.2
의암,의암댐(FTP),20241012,0,0,1164.5,1115.5,1404.2
경인아라뱃길,인천시(아라인천터미널),20241012,0,0,1015,1119.5,1043.7
군위,군위군(군위댐),20241012,0,0,929,1120,910.5
장흥,장흥군(운월리),20241015,0,0,1767,1827,1429.8
남강,함양군(화촌리),20241015,2,0,1145,1512,1208.8
섬진강,순창군(시산리),20241015,1,0,1201,1933,1332.9
충주,영월군(북쌍리),20241015,13,0,1160,1390,1068.7
지자체(평택),진위면(평택),20241015,0,0,0,292,285.7
안계,경주시(안계댐),20241015,10.5,0,894.5,947.5,858.7
감포,경주시(감포댐),20241015,12,0.5,1033,1124,1100.5
화순홍수조절지,화순군(화순홍수조절지),20241015,0,0,1564,1613,1262
경인아라뱃길,김포시(아라김포터미널),20241015,0.5,0,899.5,1246,1132.5
시화조력,안산시(시화조력),20241010,3.5,0,743,979.5,1032.5
김천부항,김천시(월곡리),20241010,0,0,1136,1621,1118.9
군위,군위군(양지리),20241029,0,0,1036,1193,926.5
화순홍수조절지,화순군(화순홍수조절지),20241029,0,0,1665,1620,1289
담양홍수조절지,담양군(담양홍수조절지),20241012,0,0,1282,2207,1337.8
춘천,춘천댐(FTP),20241015,0,0,1336,1256.5,1343.8
청평,산장제1교(전),20241015,0,0,13,1564,1069.4
평림,장성군(수산리),20241015,0,1,1256,1964,1261.5
합천조정지,합천군(남정교),20241015,4,0,1222,1674,1038.8
팔당,경안교(전),20241015,0,0,13,1177,989.2
영천,포항시(죽장면),20241015,12,0,1142.5,1323.5,991
지자체(부산),평강(부산),20241021,0.5,0,806,1613.5,1445.1
지자체(부산),평강(부산),20241010,0,0,718,1612.5,1415.5
지자체(단양),임현(단양),20241010,0,0,0,1376,597
지자체(용인),공세동(용인),20241028,0,0,0,56,124.6
지자체(평택),서탄면(평택),20241029,0,0,154,37.5,265.5
지자체(경기도),태안읍(경기도),20241029,0,0,37,27.5,280.2
지자체(용인),남사면(용인),20241029,0,0,0,44,160.3
괴산,압항천(전),20241029,0,0,25,1736,1098.8
의암,의암댐(FTP),20241015,0,0,1164.5,1116,1405.9
지자체(용인),공세동(용인),20241015,0,0,0,56,123.4
안계,경주시(안계댐),20241011,0,0,873.5,947.5,853.4
영천,포항시(지동리),20241011,0,0,1140,1365,1030
사연,울산시(구미리),20241011,0,0,1072,1457,1215.8
대암,울산시(대암댐),20241011,0,0,1135,1642,3132.1
보현산,영천시(보현산댐),20241011,0,0,988,1249,943.7
주암(본),화순군(동가리),20241011,0,0,1456,1708,1301.3
군위,군위군(양지리),20241011,0,0,972,1185,906.4
Angat,Matulid,20241011,0,0,0,0,166
지자체(부산),대저(부산),20241011,0,0,0,0,0
경인아라뱃길,인천시(귤현보),20241011,0,0,1011,1127,1019.7
횡성,횡성군(춘당리),20241011,0,0,1350,1406,1293.3
선암,울산시(선암댐),20241011,0,0,1305,1353,1163.4
수어,광양시(수어댐),20241011,0,0,2023,2221,1452.4
감포,경주시(감포댐),20241021,0.5,0,1060.5,1124.5,1112.8
지자체(군포),대야도서관(군포),20241029,0,0,0,0,29.8
지자체(의왕),부곡동(의왕),20241029,0,0,0,92,128
지자체(군포),대야도서관(군포),20241028,0,0,0,0,29.8
화천,지촌천(전),20241029,0,0,10,1155,988.2
춘천,지내천(전),20241029,0,0,8,1185,902.9
임하,청송군(덕리),20241029,0,0,877,1347,923.1
대곡,울산시(천전리),20241029,0,0,1157,1519,1247
섬진강,임실군(용암리),20241029,0,0,1232,1765,1174.6
주암(본),화순군(맹리),20241029,0,0,1559,1994,1380.4
대청,보은군(구병리),20241029,0,0,1423,1945,1290.9
밀양,밀양시(밀양댐),20241029,0,0,1273,1667,1248.7
용담,무주군(삼가리),20241029,0,0,1270,1596,1181.4
소양강,인제군(용대초교),20241029,0,0,1167,1143,1278.6
달방,동해시(달방댐),20241012,0,0,1249,1120,1105
횡성,횡성군(춘당리),20241012,0,0,1350,1406,1293.5
부안,부안군(부안댐),20241015,1,0,1028,1743,1254.9
선암,울산시(선암댐),20241015,14,0,1344,1361,1179.1
대곡,울산시(천전리),20241015,6,0,1072,1515,1223.5
군남,연천군(횡산리),20241021,0,0,1672,1540,1227.8
섬진강,진안군(도통리),20241021,9,1,1300,1820,1186.5
밀양,울산시(이천리),20241011,0,0,1435,2171,1611
소양강,인제군(용대초교),20241011,0,0,1054,1128,1243.6
춘천,춘천댐(FTP),20241011,0,0,1336,1255.5,1342.2
부안,부안군(부안댐),20241011,0,0,1011,1739,1248
장흥,장흥군(운월리),20241011,0,0,1742,1826,1426
합천,거창군(우혜리),20241010,0,0,1176,1701,1304.1
달방,동해시(달방댐),20241010,0,0,1249,1120,1102.5
합천,거창군(우혜리),20241028,0,0,1251,1704,1326.3
합천조정지,합천군(남정교),20241028,0,0,1307,1681,1052.3
시화조력,안산시(시화조력),20241028,0,0,806.5,996,1054.2
지자체(홍천),수타사계곡(홍천),20241028,0,0,240,0,163
시화조력,안산시(시화조력),20241012,0,0,743,979.5,1032.5
평화의댐,화천군(평화의댐),20241012,0,0,1154,1227,1222.6
수어,광양시(어치리),20241012,0,0,2273,2386,1868.7
운문,청도군(운문댐),20241012,0,0,889,1272.5,1080.2
보현산,영천시(보현산댐),20241012,0,0,988,1249,946.2
섬진강,임실군(섬진강댐),20241012,0,0,1202,1867,1220.3
광동,삼척시(광동댐),20241012,0,0,1163,1014,1161.7
괴산,송면(전),20241015,0,0,28,1486,1129.6
김천부항,김천시(김천부항댐),20241015,2,0,1080,1629,1114.9
화천,양구서천(전),20241021,0,0,4,3048,1963.2
춘천,지내천(전),20241021,0,0,8,1184,899.8
도암,송천1교(전),20241021,0,0,3,987,934.8
한탄강,철원군(서면초교),20241021,0,0,1439,1178,1318.2
수어,광양시(수어댐),20241021,1,0,2105,2221,1463.3
대암,울산시(대암댐),20241021,5,0,1201,1646,3146.9
도암,송천1교(전),20241011,0,0,3,986,925.5
지자체(경기도),태안읍(경기도),20241021,0,0.5,37,26.5,279.2
선암,울산시(선암댐),20241010,0,0,1305,1353,1163.4
합천조정지,합천군(남정교),20241010,0,0,1177,1674,1032.4
밀양,밀양시(밀양댐),20241010,0,0,1166,1662,1225
