dam_nm,obsrvt_nm,obsr_de,rain_qy,prvyy_rain_qy,thsyy_acml_rain_qy,prvyy_acml_rain_qy,oy_avg_acml_rain_qy
한탄강,철원군(청양리),20241022,22,0,1465,1103,1229.7
소양강,춘천시(소양강댐),20241016,0,0,1199,1247,1232.7
지자체(단양),사평(단양),20241016,0,0,0,1376.5,646.8
시화조력,안산시(시화조력),20241016,0,0,745,982.5,1033.5
성덕,청송군(무계리),20241016,0,0,1195,1633,1234.8
경인아라뱃길,김포시(아라김포터미널),20241024,0,0,971,1254,1144.9
지자체(경기도),태안읍(경기도),20241024,0,1,37,27.5,279.5
기상청,수유,20241022,79,0,1304,1276,1094.9
지자체(부산),평강(부산),20241022,74.5,0,880.5,1613.5,1469.9
안동,안동시(기사리),20241022,22,0,1031,1358,925.7
보현산,영천시(굼이교),20241022,19,0,1075,1343,945.2
부안,부안군(부안청림천문대),20241022,25,0,1305,2040,1305.7
지자체(단양),단양군청(단양),20241025,0,0,0,1354,637.6
보현산,영천시(보현산댐),20241025,0,0,1053,1254,963.3
대청,옥천군(원동리),20241025,0,0,1264,1407,1049
대곡,울산시(천전리),20241025,0,0,1156,1519,1244.2
사연,울산시(구미리),20241025,0,0,1180,1464,1245.5
달방,동해시(달방댐),20241025,0,0,1390,1120,1143.7
남강,하동군(대곡리),20241025,0,0,1670,2183,1526.6
용담,진안군(신괴리),20241025,0,0,1304,1736,1250
충주,삼척시(광동댐),20241025,0,0,1282,1016,1132.9
괴산,내속리(전),20241031,0,0,27,1852,1137
화천,화천천(전),20241031,0,0,0,0,805.9
영주,봉화군(상운초),20241013,0,0,1012,1539,957
보령,부여군(삼산리),20241013,0,0,1564,2198,1402.9
충주,영월군(연덕리),20241013,0,0,1207,1468,1147.8
대청,옥천군(인포리),20241013,0,0,1234,1496,1159.8
선암,울산시(선암댐),20241013,0,0,1305,1353,1163.4
평림,장성군(수산리),20241013,0,0,1228,1963,1258
지자체(용인),기흥구청(용인),20241018,0,0,228,47,1986.4
지자체(의왕),부곡동(의왕),20241018,0,0,0,92,127
지자체(울산),동구청(울산),20241018,135.5,0,1547,664.5,1211.2
지자체(단양),평동(단양),20241018,0,0,0,1217,567.6
춘천,지내천(전),20241018,0,0,8,1184,899.5
의암,의암댐(FTP),20241030,0,0,1225,1147.5,1427.4
청평,산장제1교(전),20241023,0,0,13,1578,1072.7
홍수통제소,안동시(묵계교),20241023,0,0,870,1277,912.6
지자체(단양),평동(단양),20241023,0,0,0,1226,569.6
지자체(홍천),수타사계곡(홍천),20241023,4,0,240,0,163
괴산,괴산댐(FTP),20241023,2,0,1423.5,1535.5,1404
충주,삼척시(광동댐),20241023,1,0,1282,1016,1130.9
충주조정지,괴산군(오가리),20241023,2,0,1389,1486,1411.9
한탄강,철원군(청양리),20241023,2,0,1467,1103,1230.3
김천부항,김천시(김천부항댐),20241023,0,0,1119,1631,1126.7
밀양,울산시(이천리),20241023,0,0,1544,2182,1651.5
대청,보은군(구병리),20241023,4,0,1421,1945,1283.6
안동,봉화군(관창리),20241023,1,0,1138,1401,1094.8
영주,봉화군(물야정수장),20241023,1,0,616,0,616
남강,함양군(금천리),20241023,0,0,1202,1515,1207.7
부안,부안군(부안댐),20241030,0,0,1067,1754,1276.3
소양강,홍천군(명개리2),20241030,0,0,1134,1249,1262.8
청평,홍천강(성포교_전),20241030,0,0,4,1078,954.3
남강,남원시(덕동리),20241030,1,0,1732,2554,1815
홍수통제소,김천시(지례면사무소),20241025,0,0,1042,1476,1189.1
합천,거창군(우혜리),20241025,0,0,1249,1704,1322.8
지자체(평택),진위면(평택),20241025,0,0,0,292,287.1
지자체(울산),서생면(울산),20241025,0,0,1720,687,1267.2
경인아라뱃길,인천시(아라인천터미널),20241025,0,0,1071,1137,1058.5
충주,제천시(도전리),20241031,0,0,1395,1558,1084.6
달방,동해시(달방댐),20241031,0,0,1427,1143,1149.9
담양홍수조절지,담양군(담양홍수조절지),20241031,0,0,1359,2207,1371.5
의암,의암댐(FTP),20241031,0,0,1225,1147.5,1428.4
무주양수,무주양수,20241031,0,0,887,1385.5,1272.6
기상청,시청,20241031,0,0,225,0,215.2
화천,화천천(전),20241013,0,0,0,0,801
지자체(울산),중구청(울산),20241013,0,0,1002,642.5,1051.7
경인아라뱃길,인천시(아라인천터미널),20241013,0,0,1015,1119.5,1043.7
담양홍수조절지,담양군(담양홍수조절지),20241013,0,0,1282,2207,1338
의암,의암댐(FTP),20241013,0,0,1164.5,1115.5,1404.3
달방,동해시(달방댐),20241013,0,0,1249,1120,1109.6
사연,울산시(사연댐),20241013,0,0,1152,1515,1542.8
수어,광양시(수어댐),20241013,0,0,2023,2221,1453.8
청평,청평댐(FTP),20241013,0,0,1262.5,1404,2001.2
부안,부안군(부안청림천문대),20241018,8,0,1269,2026,1294.5
용담,진안군(주평리),20241018,2,0,1294,1662,1221.6
홍수통제소,영양군(덕봉교),20241018,10.5,0,1167,660,1362.6
남강,산청군(향양리),20241018,7,0,1223,1554,1175.9
영주,영주시(영주댐),20241018,17,0,1045,1389,985.8
운문,청도군(신원리),20241018,27,0,1225,1448,1259.9
군남,연천군(군남댐),20241018,39.5,0,1426.5,1381.5,1229
군위,군위군(군위댐),20241018,3,0,950,1127,918.1
영천,포항시(죽장면),20241018,12.5,0,1155,1323.5,993.3
충주,단양군(가평리),20241018,72,0,1251,1371,1142.1
수어,광양시(어치리),20241018,29,0,2325,2386,1879
안동,울진군(전곡리),20241018,38,0,1336,1456,1170.6
횡성,횡성군(갑천리),20241018,58,0,1478,1395,1353.1
기상청,미시령,20241023,1.5,0,1754,1840,1925.2
용담,무주군(삼가리),20241023,0,0,1268,1596,1175
주암(조),순천시(죽학리),20241023,0,0,1853,2096,1543.6
영천,포항시(죽장면),20241023,1,0,1197,1326,1001.6
운문,경주시(내칠리),20241023,0,0,1108,1175,1101
주암(본),화순군(동가리),20241023,5,0,1581,1714,1324.2
횡성,횡성군(갑천리),20241023,7,0,1534,1406,1364.5
소양강,춘천시(소양강댐),20241023,1,0,1269,1251,1245.6
팔당,팔당댐(FTP),20241023,1.5,0,1223,1240,1943
군남,연천군(횡산리),20241023,0,0,1690,1540,1231.9
임하,청송군(상의리),20241025,0,0,946,1344,956.8
부안,부안군(부안청림천문대),20241025,0,0,1309,2040,1307.6
주암(본),장흥군(봉동리),20241025,0,0,1948,1916,1480.4
김천부항,김천시(김천부항댐),20241025,0,0,1119,1631,1126.7
청평,홍천강(한덕교_전),20241025,0,0,19,1232,965.3
괴산,내속리(전),20241025,0,0,27,1852,1133.9
지자체(용인),기흥구청(용인),20241025,0,0,228,52.5,1987.4
지자체(경기도),태안읍(경기도),20241025,0,0,37,27.5,279.5
영주,영주시(영주댐),20241025,0,0,1086,1394,992.3
소양강,홍천군(명개리2),20241025,0,0,1132,1231,1257.5
안동,봉화군(서동리),20241025,0,0,1173,1691,1063.6
수어,광양시(어치리),20241025,0,0,2402,2387,1900.2
장흥,장흥군(장흥댐),20241025,0,0,1809,1893,1436.2
광동,삼척시(광동댐),20241025,0,0,1282,1016,1187.5
지자체(전주),신평교(전주),20241031,0,0,162,0,170
홍수통제소,완주군(장선초교),20241031,0,0,1373,2353,1251.3
안동,봉화군(갈산리),20241031,0,0,1003,1610,998.7
광동,태백시(상사미동),20241013,0,0,1329,1207,1127.5
충주조정지,충주시(대곡리),20241013,0,0,1393,1465,1341.8
기상청,석곡,20241018,2.5,0,1338,1665,1167.2
광동,삼척시(광동댐),20241018,48,0,1219,1014,1171.7
소양강,인제군(덕적리),20241018,43,0,1065,1093,1154.5
합천,거창군(지산교),20241018,6,0,1098,1469,1106.9
한탄강,철원군(청양리),20241018,29,0,1439,1093,1222.5
춘천,지내천(전),20241023,0,0,8,1184,900.3
임하,영양군(도곡리),20241023,0,0,986,1440,954
합천,거창군(지산교),20241023,0,0,1139,1473,1115.1
춘천,춘천댐(FTP),20241025,0,0,1412,1261.5,1359
기상청,신방동사무소,20241025,0,0,953,854,909.5
지자체(울산),삼동면(울산),20241031,0,0,1411,772,1303.1
주암(조),순천시(주암조절지댐),20241013,0,0,1993,2236,1494.6
감포,경주시(감포댐),20241013,0.5,0,998.5,1121.5,1093.2
군위,군위군(군위댐),20241013,0,0,929,1120,911.8
임하,영양군(답곡리),20241013,0,0,817,1264,881.8
지자체(단양),적성(단양),20241013,0,0,0,1413,659.1
팔당,목동교(전),20241013,0,0,16,1339,996.7
구천,거제시(구천댐),20241030,0,0,2080,2370,2526.1
합천조정지,합천군(남정교),20241023,0,0,1306,1678,1049.5
달방,동해시(달방댐),20241023,0,0,1390,1120,1140.9
보령,보령시(도화담리),20241023,2,0,1468,2133,1333.4
지자체(평택),서탄면(평택),20241023,0,0,154,37.5,264.5
지자체(울산),강동동(울산),20241023,0,0,1195.5,486,881.5
지자체(경기도),태안읍(경기도),20241031,0,0,37,27.5,280.2
합천조정지,합천군(남정교),20241013,0,0,1177,1674,1036.5
안동,안동시(의촌리),20241013,0,0,994,1471,926.7
섬진강,임실군(용암리),20241013,0,0,1163,1755,1150.1
부안,부안군(부안청림천문대),20241013,0,0,1245,2023,1288.4
지자체(수원),경기도청(수원),20241018,0,0,153.5,30,369.4
지자체(부산),평강(부산),20241018,49,0,804.5,1612.5,1444.3
군위,군위군(군위댐),20241023,1,0,996,1132,931.9
수어,광양시(수어댐),20241023,0,0,2182,2221,1471.4
대곡,울산시(천전리),20241023,0,0,1156,1519,1242.8
도암,송천1교(전),20241023,0,0,3,987,935.9
지자체(수원),경기도청(수원),20241023,0,0,153.5,34.5,370.5
Angat,Matulid,20241023,0,0,0,0,166
용담,진안군(황금리),20241030,0,0,1369,1829,1364.1
군남,연천군(군남댐),20241030,0,0,1446,1406,1246.6
팔당,경안교(전),20241025,0,0,13,1194,991.9
도암,송천1교(전),20241025,0,0,3,987,936
지자체(홍천),군청(홍천),20241025,0,0,0,0,131.8
한탄강,철원군(청양리),20241025,0,0,1467,1103,1232.8
선암,울산시(선암댐),20241031,0,0,1520,1363,1239.7
영주,봉화군(물야정수장),20241031,0,0,617,0,617
한탄강,철원군(서면초교),20241031,0,0,1472,1181,1332.3
감포,경주시(감포댐),20241031,0,0,1108.5,1124.5,1137.1
성덕,청송군(갈천리),20241031,0,0,1157,1428,1077.1
충주조정지,괴산군(고마리),20241031,0,0,1474,1674,1150.8
합천조정지,합천군(남정교),20241031,0,0,1307,1681,1054.1
화순홍수조절지,화순군(화순홍수조절지),20241013,0,0,1538,1613,1259.5
괴산,압항천(전),20241013,0,0,25,1717,1090.2
성덕,청송군(성재리),20241018,2,0,1084,1396,1052.3
임하,영양군(송하리),20241018,7,0,1070,1345,1035.3
평화의댐,화천군(평화의댐),20241018,23,0,1178,1228,1227.1
도암,송천1교(전),20241030,0,0,3,1007,939.6
담양홍수조절지,담양군(담양홍수조절지),20241023,0,0,1358,2207,1361.6
지자체(부산),대저(부산),20241023,0,0,0,0,0
운문,청도군(신원리),20241025,0,0,1278,1456,1275.2
섬진강,진안군(도통리),20241025,0,0,1323,1820,1192.7
지자체(군포),대야도서관(군포),20241025,0,0,0,0,29.3
평화의댐,화천군(평화의댐),20241025,0,0,1223,1233,1238.5
청평,산장제1교(전),20241031,0,0,13,1593,1077.7
지자체(홍천),군청(홍천),20241031,0,0,0,0,133.7
대암,울산시(대암댐),20241031,0,0,1275,1646,3157.5
대청,금산군(마전리),20241031,0,0,1384,1651,1161.3
횡성,횡성군(횡성댐),20241031,0,0,1623,1289,1305.1
시화조력,안산시(시화조력),20241031,0,0,806.5,996,1054.2
화순홍수조절지,화순군(화순홍수조절지),20241031,0,0,1665,1620,1290.9
무주양수,무주양수,20241013,0,0,879.5,1385,1257.1
감포,경주시(감포댐),20241018,9,0,1042,1124,1105.9
대청,무주군(증산리),20241018,2,0,1223,1665,1089.6
사연,울산시(사연댐),20241018,15,0,1196,1520,1555.3
대암,울산시(대암댐),20241018,26,0,1192,1644,3142.1
김천부항,김천시(월곡리),20241018,1,0,1150,1621,1128.5
안동,봉화군(갈산리),20241030,0,0,1003,1610,997.1
밀양,양산시(선리),20241030,0,0,1334,1800,1465.6
한탄강,철원군(오덕초교),20241030,0,0,1311,1378,1374.8
영주,봉화군(도촌초),20241030,0,0,1115,1853,1109.5
합천,거창군(지산교),20241030,0,0,1140,1473,1121.4
사연,울산시(천전리),20241030,0,0,1157,1519,1247.3
주암(조),순천시(주암조절지댐),20241030,0,0,2112,2241,1517.2
화천,화천댐(FTP),20241025,0,0,1186,1057.5,2356.5
임하,청송군(상의리),20241031,0,0,962,1344,961.5
남강,산청군(실매리),20241031,0,0,1329,1703,1235.5
평화의댐,화천군(풍산리),20241013,0,0,1113.4,1039.7,1239.8
합천,거창군(지산교),20241013,0,0,1062,1469,1102
한탄강,철원군(서면초교),20241013,0,0,1405,1162,1308.8
운문,청도군(신원리),20241013,0,0,1168,1446,1253
대암,울산시(대암댐),20241013,0,0,1135,1642,3134.6
대곡,울산시(구미리),20241013,0,0,1072,1457,1216.9
구천,거제시(구천댐),20241013,0,0,1851,2370,2488.8
지자체(군포),대야도서관(군포),20241018,0,0,0,0,29.3
의암,의암댐(FTP),20241018,32,0,1196.5,1116,1408.7
청평,청평댐(FTP),20241018,35.5,0,1298,1408.5,2006.1
지자체(의왕),부곡동(의왕),20241030,0,0,0,92,128
무주양수,무주양수,20241030,0,0,887,1385.5,1267.7
대청,영동군(산막리),20241030,0,0,1180,1447,1056.5
선암,울산시(선암댐),20241030,0,0,1520,1363,1239.7
운문,청도군(운문댐),20241030,0,0,981.5,1278,1103.2
대곡,울산시(구미리),20241030,0,0,1182,1466,1243.9
경인아라뱃길,인천시(귤현보),20241030,0,0,1079,1143,1039.1
평림,장성군(평림댐),20241023,2,0,1326,1945,1303.5
대암,울산시(대암댐),20241023,0,0,1272,1646,3153.3
안계,경주시(안계댐),20241023,0,0,943.5,949,869.7
지자체(경기도),태안읍(경기도),20241023,0,0,37,26.5,279.3
운문,경주시(대현리),20241031,0,0,1239,1324,1184.9
보현산,영천시(굼이교),20241031,1,0,1083,1343,950.2
평림,장성군(평림댐),20241031,0,0,1327,1945,1313.1
지자체(부산),대저(부산),20241013,0,0,0,0,0
도암,송천1교(전),20241013,0,0,3,986,925.8
횡성,횡성군(횡성댐),20241013,0,0,1480,1267,1282
성덕,청송군(무계리),20241013,0,0,1180,1630,1228.6
보현산,영천시(보현산댐),20241013,0,0,988,1249,948
지자체(용인),남사면(용인),20241030,0,0,0,44,160.3
지자체(평택),진위면(평택),20241018,0,0,0,292,285.9
지자체(경기도),태안읍(경기도),20241018,0,0,37,24,278.5
지자체(홍천),모곡4(홍천),20241030,0,0,182,0,117
홍수통제소,경주시(연안리),20241030,1,0,951,1249,1131.4
춘천,춘천댐(FTP),20241030,0,0,1412,1271,1364.1
구천,거제시(구천댐),20241023,0,0,2063,2370,2515.4
의암,의암댐(FTP),20241023,2.5,0,1225,1131.5,1419.4
감포,경주시(감포댐),20241023,0,0,1104.5,1124.5,1124.5
감포,경주시(감포댐),20241025,0,0,1104.5,1124.5,1130.3
군남,연천군(횡산리),20241025,0,0,1690,1540,1235.2
주암(조),순천시(죽학리),20241025,0,0,1853,2096,1545.4
평림,장성군(수산리),20241025,0,0,1308,1972,1278.8
합천,거창군(지산교),20241031,0,0,1140,1473,1123.1
안계,경주시(안계댐),20241031,0,0,956,949,872.7
영천,포항시(가사리),20241031,0,0,1063,1124.5,971.3
경인아라뱃길,인천시(아라인천터미널),20241031,0,0,1071.5,1137,1064.9
광동,태백시(상사미동),20241031,0,0,1511,1225,1168.1
괴산,압항천(전),20241018,0,0,25,1728,1095.2
주암(본),화순군(맹리),20241018,2,0,1492,1985,1359.3
시화조력,안산시(시화조력),20241018,54.5,0,799.5,982.5,1049.1
지자체(단양),임현(단양),20241030,0,0,0,1405,610.6
팔당,경안교(전),20241030,0,0,13,1197,994.3
경인아라뱃길,인천시(귤현보),20241023,1,0,1079,1143,1031.3
화천,양구서천(전),20241030,0,0,4,3051,1975
영천,포항시(지동리),20241030,0,0,1231,1369,1054.2
보령,부여군(삼산리),20241030,0,0,1645,2232,1434.6
김천부항,김천시(김천부항댐),20241030,0,0,1123,1631,1130.1
평림,장성군(수산리),20241030,1,0,1310,1972,1284.3
영천,포항시(가사리),20241025,0,0,1053,1124.5,967.4
군위,군위군(군위댐),20241025,0,0,996,1132,932.2
지자체(수원),경기도청(수원),20241025,0,0,153.5,34.5,370.5
지자체(의왕),부곡동(의왕),20241025,0,0,0,92,127.3
지자체(군포),대야도서관(군포),20241031,0,0,0,0,29.8
지자체(수원),경기도청(수원),20241031,0,0,153.5,34.5,371.7
구천,거제시(구천댐),20241031,0,0,2080,2370,2527.4
용담,장수군(장판리),20241031,0,0,1905,1910,1416.8
평화의댐,화천군(평화의댐),20241031,0,0,1224,1240,1246.2
주암(조),순천시(죽학리),20241031,0,0,1854,2096,1552.3
춘천,춘천댐(FTP),20241031,0,0,1412,1271,1365.3
지자체(단양),적성(단양),20241031,0,0,0,1469,674.9
섬진강,진안군(도통리),20241031,0,0,1324,1821,1200.3
홍수통제소,논산시(동산초교),20241013,0,0,1372,1771,1171
담양홍수조절지,담양군(담양홍수조절지),20241018,1,0,1320,2207,1345.8
기상청,전남농업기술원,20241030,0.5,0,1313.5,1729,1232
지자체(부산),녹산12(부산),20241030,0,0,781,1409,1026.3
지자체(군포),대야도서관(군포),20241030,0,0,0,0,29.8
지자체(경기도),태안읍(경기도),20241030,0,0,37,27.5,280.2
지자체(울산),온산읍(울산),20241030,0,0,1069,540,1270.6
횡성,횡성군(횡성댐),20241025,0,0,1623,1276,1299.8
구천,거제시(구천댐),20241025,0,0,2063,2370,2516.7
지자체(의왕),부곡동(의왕),20241031,0,0,0,92,128
장흥,장흥군(운월리),20241013,0,0,1742,1826,1427.7
주암(본),화순군(동가리),20241013,0,0,1456,1708,1302.6
안계,경주시(안계댐),20241013,0,0,873.5,947.5,856.5
김천부항,김천시(월곡리),20241013,0,0,1136,1621,1124.2
밀양,밀양시(밀양댐),20241018,15,0,1202,1664,1235.1
섬진강,임실군(섬진강댐),20241018,1,0,1220,1869,1226.9
장흥,장흥군(운월리),20241018,2,0,1769,1828,1433.1
주암(조),순천시(죽학리),20241018,19,0,1784,2094,1529.5
안계,경주시(안계댐),20241018,11.5,0,906.5,947.5,861.1
장흥,영암군(한대리),20241030,0,0,1755,1761,1435.9
주암(본),화순군(맹리),20241030,0,0,1559,1994,1380.4
성덕,청송군(무계리),20241030,0,0,1255,1639,1253.2
임하,청송군(대전리),20241030,0,0,1061,1388,956.8
Angat,Maputi,20241030,0,0,0,0,162.1
괴산,내속리(전),20241030,0,0,27,1852,1137
섬진강,순창군(시산리),20241030,0,0,1260,1945,1355.3
충주조정지,충주시(대곡리),20241030,0,0,1484,1481,1361.8
광동,태백시(상사미동),20241023,1,0,1497,1210,1159
평화의댐,화천군(평화의댐),20241023,2,0,1223,1233,1236.2
장흥,영암군(한대리),20241023,4,0,1754,1731,1425.5
사연,울산시(구미리),20241023,0,0,1180,1464,1243.5
밀양,울산시(이천리),20241025,0,0,1544,2182,1652
대암,울산시(대암댐),20241025,0,0,1272,1646,3154.2
성덕,청송군(성재리),20241025,0,0,1116,1399,1062.2
지자체(부산),평강(부산),20241025,0,0,880.5,1613.5,1469.9
화순홍수조절지,화순군(화순홍수조절지),20241025,0,0,1664,1620,1284.1
사연,울산시(구미리),20241031,0,0,1182,1466,1250.2
부안,부안군(부안댐),20241031,0,0,1067,1754,1279
김천부항,김천시(김천부항댐),20241031,0,0,1123,1631,1132.6
보령,보령시(도화담리),20241031,0,0,1468,2135,1347.5
군남,연천군(횡산리),20241013,0,0,1627,1523,1218.2
밀양,밀양시(밀양댐),20241013,0,0,1166,1662,1228.6
용담,진안군(황금리),20241013,0,0,1298,1815,1338.6
팔당,팔당댐(FTP),20241018,39,0,1198,1224,1932.5
합천조정지,합천군(남정교),20241018,18,0,1240,1674,1042
지자체(수원),경기도청(수원),20241030,0,0,153.5,34.5,371.7
선암,울산시(선암댐),20241023,0,0,1512,1363,1235.7
보현산,영천시(굼이교),20241023,1,0,1076,1343,945.3
담양홍수조절지,담양군(담양홍수조절지),20241025,0,0,1358,2207,1362.8
보령,부여군(삼산리),20241025,0,0,1645,2232,1428.3
의암,의암댐(FTP),20241025,0,0.5,1225,1132,1421.5
충주조정지,괴산군(고마리),20241025,0,0,1473,1674,1136.9
주암(본),화순군(동가리),20241031,0,0,1581,1714,1332
장흥,영암군(한대리),20241031,0,0,1755,1761,1437.1
팔당,팔당댐(FTP),20241031,0,0.5,1223,1264,1952.5
대곡,울산시(천전리),20241031,0,0,1157,1519,1248.2
보령,보령시(보령댐),20241018,25,0,1274,1810,983
평림,장성군(수산리),20241018,9,0,1266,1964,1265.2
충주조정지,충주시(향산리),20241018,81,0,1344,1365,1085.8
보현산,영천시(굼이교),20241018,4,0,1041,1339,936.2
지자체(군포),대야도서관(군포),20241023,0,0,0,0,29.3
안계,경주시(안계댐),20241030,0,0,956,949,872.3
달방,동해시(달방댐),20241030,0,0,1427,1143,1148.8
보현산,영천시(보현산댐),20241030,0,0,1058,1255,966.7
합천조정지,합천군(남정교),20241030,0,0,1307,1681,1053.5
횡성,횡성군(춘당리),20241030,0,0,1499,1430,1316.5
담양홍수조절지,담양군(담양홍수조절지),20241030,0,0,1359,2207,1369.2
화순홍수조절지,화순군(화순홍수조절지),20241030,0,0,1665,1620,1289
시화조력,안산시(시화조력),20241025,0,0,806.5,996,1054.2
안계,경주시(안계댐),20241025,0,0,943.5,949,870.6
합천조정지,합천군(남정교),20241025,0,0,1306,1678,1050.7
선암,울산시(선암댐),20241025,0,0,1512,1363,1235.7
지자체(용인),기흥구청(용인),20241031,0,0,228,52.5,1988.1
지자체(평택),서탄면(평택),20241031,0,0,154,37.5,265.5
지자체(부산),녹산12(부산),20241031,0,0,781,1409,1026.3
소양강,인제군(덕적리),20241031,0,0,1132,1099,1172
군위,군위군(양지리),20241031,0,0,1036,1193,928.2
수어,광양시(어치리),20241031,0,0,2403,2387,1907.5
군남,연천군(횡산리),20241031,0,0,1691,1558,1242.8
밀양,울산시(이천리),20241031,0,0,1547,2182,1656.8
춘천,춘천댐(FTP),20241013,0,0,1336,1255.5,1342.5
지자체(홍천),군청(홍천),20241013,0,0,0,0,131.7
화순홍수조절지,화순군(화순홍수조절지),20241018,0,0,1564,1613,1266.8
경인아라뱃길,인천시(귤현보),20241018,55,0,1066,1130,1027.5
달방,동해시(달방댐),20241018,53,0,1308,1120,1119.1
대곡,울산시(구미리),20241018,14,0,1117,1458,1224.8
지자체(홍천),모곡4(홍천),20241018,34,0,155,0,103.5
감포,경주시(감포댐),20241030,0,0,1108.5,1124.5,1135.9
평화의댐,화천군(평화의댐),20241030,0,0,1224,1240,1244.1
수어,광양시(수어댐),20241030,0,0,2183,2221,1476
군위,군위군(양지리),20241030,0,0,1036,1193,926.5
충주,제천시(삼거리),20241030,0,0,1441,1682,1234.6
화순홍수조절지,화순군(화순홍수조절지),20241023,3,0,1664,1620,1283.6
광동,삼척시(광동댐),20241030,0,0,1298,1025,1190.7
도암,송천1교(전),20241031,0,0,3,1007,939.6
남강,함양군(금천리),20241013,0,0,1128,1511,1196.2
소양강,인제군(신남리),20241013,0,0,994,1100,1215.6
영천,포항시(죽장면),20241013,0,0,1123,1322,989
시화조력,안산시(시화조력),20241013,0,0,743,979.5,1032.5
화천,양구서천(전),20241018,0,0,4,3047,1962.7
구천,거제시(구천댐),20241018,15,0,1932,2370,2495.8
도암,송천1교(전),20241018,0,0,3,986,934.7
선암,울산시(선암댐),20241018,90,0,1434,1361,1209.1
대암,울산시(대암댐),20241030,0,0,1275,1646,3157
시화조력,안산시(시화조력),20241030,0,0,806.5,996,1054.2
지자체(평택),진위면(평택),20241030,0,0,0,292,287.8
지자체(용인),기흥구청(용인),20241023,0,0,228,52.5,1987.4
지자체(의왕),부곡동(의왕),20241023,0,0,0,92,127.3
화천,양구서천(전),20241023,0,0,4,3048,1963.9
섬진강,임실군(용암리),20241023,4,0,1230,1765,1166.8
시화조력,안산시(시화조력),20241023,0,0,806.5,994.5,1053.9
성덕,청송군(갈천리),20241023,1,0,1148,1426,1071.9
부안,부안군(부안댐),20241023,0,0,1065,1754,1266.2
